modal,regiao,endereco_retirada,data_hora
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-06 19:10:23.821
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-06 19:19:33.298
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, NOVA IGUACU, RIO DE JANEIRO, Brazil",2020-12-08 09:34:20.810
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, NOVA IGUACU, RIO DE JANEIRO, Brazil",2020-12-08 18:15:28.783
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-08 20:30:58.730
BICYCLE,NOVA IGUACU,"RUA LUIS SOBRAL, 69, MARIA DA LUZ, NOVA IGUACU, Brazil",2020-12-08 21:27:11.060
BICYCLE,NOVA IGUACU,"av monte libano, 245, MONTE LIBANO, NOVA IGUACU, Brazil",2020-12-10 19:50:45.525
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-12 18:16:37.399
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-12 18:30:30.080
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-12 19:48:30.502
BICYCLE,NOVA IGUACU,"RUA LUIS SOBRAL, 69, MARIA DA LUZ, NOVA IGUACU, Brazil",2020-12-12 19:49:00.733
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-12 20:59:13.924
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-12 21:00:11.899
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-13 20:27:29.146
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-13 20:34:13.653
BICYCLE,NOVA IGUACU,"R. Morgado, 70, CENTRO, BELFORD ROXO, Brazil",2020-12-19 20:40:09.009
BICYCLE,NOVA IGUACU,"Estr. Geral, 196, SANTO ANTONIO DA PRATA, BELFORD ROXO, Brazil",2020-12-19 21:13:21.698
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-20 20:10:47.679
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-20 20:47:54.757
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-21 18:33:45.511
BICYCLE,NOVA IGUACU,"Rua Rosa Pires, 398, Santo Antônio da Prata, BELFORD ROXO, Brazil",2020-12-23 11:40:09.361
BICYCLE,NOVA IGUACU,"Rua Maria Leopoldina, 615, Prata, NOVA IGUACU, Brazil",2020-12-24 12:22:14.985
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-24 14:03:17.750
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-24 15:51:19.603
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-24 16:38:44.387
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-24 17:08:35.900
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-26 10:15:42.216
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-26 10:29:35.221
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-26 11:44:43.941
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-26 11:49:06.619
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-26 19:55:20.269
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, NOVA IGUACU, RIO DE JANEIRO, Brazil",2020-12-26 20:44:41.817
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, NOVA IGUACU, RIO DE JANEIRO, Brazil",2020-12-26 21:16:50.270
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-26 22:26:31.861
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-27 14:41:57.470
BICYCLE,NOVA IGUACU,"Rua Maria Leopoldina, 667, Prata, NOVA IGUACU, Brazil",2020-12-27 19:14:09.458
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2020-12-30 20:29:00.710
BICYCLE,NOVA IGUACU,"Rua Maria Leopoldina, 667, Prata, NOVA IGUACU, Brazil",2020-12-30 20:57:40.136
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-01-03 11:27:43.207
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-01-03 12:20:54.870
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-01-03 14:49:00.350
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-01-03 16:56:07.263
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-01-08 12:23:02.324
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-01-09 10:09:38.944
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-01-09 10:34:40.492
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-01-09 12:07:03.074
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-01-09 13:38:38.708
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-01-11 19:25:02.575
BICYCLE,NOVA IGUACU,"av monte libano, 245, MONTE LIBANO, NOVA IGUACU, Brazil",2021-01-11 20:21:24.719
BICYCLE,NOVA IGUACU,"RODOVIA PRESIDENTE DUTRA, 14000, JD TROPICAL, NOVA IGUACU, Brazil",2021-01-11 20:52:25.720
BICYCLE,NOVA IGUACU,"Rua Oito, 160, Santo Antonio da Prata, Belford Roxo, Brazil",2021-01-12 20:18:51.093
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-01-12 21:02:32.346
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-01-12 22:19:37.336
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, NOVA IGUACU, RIO DE JANEIRO, Brazil",2021-02-11 15:23:08.818
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-03-22 21:54:29.807
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-03-23 09:10:08.613
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-03-23 09:14:34.189
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, NOVA IGUACU, RIO DE JANEIRO, Brazil",2021-03-25 11:25:10.992
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-03-25 13:10:00.928
BICYCLE,NOVA IGUACU,"Rua Antônio Magalhães, 123, ANDRADE ARAUJO, NOVA IGUACU, Brazil",2021-03-25 15:00:22.070
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-03-25 16:16:13.085
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-03-25 16:48:51.084
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-03-27 09:07:53.186
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-03-27 09:35:08.211
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-03-27 10:51:27.293
BICYCLE,NOVA IGUACU,"Rua Madres Silva, 50, MARGARIDA, NOVA IGUACU, Brazil",2021-03-27 19:51:14.871
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, NOVA IGUACU, RIO DE JANEIRO, Brazil",2021-03-27 20:06:49.737
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-03-28 09:02:56.692
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-03-28 09:11:28.158
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-03-28 10:21:34.931
BICYCLE,NOVA IGUACU,"Rua Dona Adélia, 462, Parque Ulisses, NOVA IGUACU, Brazil",2021-03-28 12:31:43.778
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-03-28 13:00:55.505
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-03-29 09:11:48.069
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-03-29 11:19:06.254
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-03-29 16:34:24.276
BICYCLE,NOVA IGUACU,"Rua Doutor Alberto Brigadão, 265, Areia Branca, BELFORD ROXO, Brazil",2021-03-30 11:37:20.874
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-03-30 12:32:39.618
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, NOVA IGUACU, RIO DE JANEIRO, Brazil",2021-03-30 14:01:43.511
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-03-30 15:04:35.724
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-03-30 15:39:16.288
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-03-30 16:28:02.231
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-01 17:07:34.798
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, NOVA IGUACU, RIO DE JANEIRO, Brazil",2021-04-01 17:39:24.744
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-04 09:27:41.046
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-04 09:30:36.901
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-04 10:17:40.621
BICYCLE,NOVA IGUACU,"caminho do manhoso, 227, Vila Santos Neto, Nova Iguaçu, Brazil",2021-04-04 21:59:23.454
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-07 10:36:42.494
BICYCLE,NOVA IGUACU,"Rua Maria Leopoldina, 667, Prata, NOVA IGUACU, Brazil",2021-04-09 21:31:04.053
BICYCLE,NOVA IGUACU,"Rua Clóvis Beviláqua, 280, Santo Antônio da Prata, BELFORD ROXO, Brazil",2021-04-10 20:27:11.958
BICYCLE,NOVA IGUACU,"caminho do manhoso, 227, Vila Santos Neto, Nova Iguaçu, Brazil",2021-04-10 21:26:35.556
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-12 09:30:37.054
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-12 12:26:32.020
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-12 23:26:54.359
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-13 11:29:12.449
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, NOVA IGUACU, RIO DE JANEIRO, Brazil",2021-04-13 12:44:39.607
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, NOVA IGUACU, RIO DE JANEIRO, Brazil",2021-04-13 12:53:32.958
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-13 16:32:23.864
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-13 17:11:43.167
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-13 17:15:52.021
BICYCLE,NOVA IGUACU,"Rua Adail, 18, ANDRADE ARAUJO, NOVA IGUACU, Brazil",2021-04-13 20:13:21.810
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-14 09:08:09.640
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-14 10:19:03.357
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-14 10:20:59.297
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-14 11:53:53.768
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-14 16:26:47.121
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-14 16:28:52.290
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-14 17:17:43.541
BICYCLE,NOVA IGUACU,"Rua Marcelino Lópes, 231, Andrade Araujo, BELFORD ROXO, Brazil",2021-04-14 21:07:28.814
BICYCLE,NOVA IGUACU,"rua carlos ribeiro da costa, 128, PARQUE BARBARA, NOVA IGUACU, Brazil",2021-04-14 22:31:31.367
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-14 22:48:04.228
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-15 12:49:36.594
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-15 17:05:36.120
BICYCLE,NOVA IGUACU,"Avenida Monte Libano, 35, Parque Ulisses, NOVA IGUACU, Brazil",2021-04-15 17:46:21.674
BICYCLE,NOVA IGUACU,"Rua praça do comércio, 1, SANTA CECILIA, BELFORD ROXO, Brazil",2021-04-15 22:29:05.198
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-15 22:49:11.607
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-16 12:09:44.476
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-18 12:00:29.923
BICYCLE,NOVA IGUACU,"Rua Aladir de Melo, 411, ENGENHO PEQUENO, NOVA IGUACU, Brazil",2021-04-18 13:09:55.194
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-18 20:16:13.394
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, NOVA IGUACU, RIO DE JANEIRO, Brazil",2021-04-18 22:09:37.968
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-19 09:29:56.522
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, NOVA IGUACU, RIO DE JANEIRO, Brazil",2021-04-19 20:46:00.365
BICYCLE,NOVA IGUACU,"Rua Maria Leopoldina, 667, Prata, NOVA IGUACU, Brazil",2021-04-24 19:23:54.733
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, NOVA IGUACU, RIO DE JANEIRO, Brazil",2021-04-25 09:06:34.237
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-25 16:26:54.808
BICYCLE,NOVA IGUACU,"Rua Frederico de Castro Pereira, 1250, Jardim Tropical, NOVA IGUACU, Brazil",2021-04-25 17:07:17.137
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, NOVA IGUACU, RIO DE JANEIRO, Brazil",2021-04-25 17:55:52.105
BICYCLE,NOVA IGUACU,"Rua Salazar, 9, Santo Antônio da Prata, BELFORD ROXO, Brazil",2021-04-25 20:25:08.073
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-27 11:47:22.521
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-04-27 13:01:47.889
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, NOVA IGUACU, RIO DE JANEIRO, Brazil",2021-05-01 09:28:33.132
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-05-01 20:46:58.041
BICYCLE,NOVA IGUACU,"Rua Flora de Araújo, 54, ANDRADE ARAUJO, NOVA IGUACU, Brazil",2021-05-01 22:46:31.819
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-05-01 23:56:47.713
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-05-02 09:59:24.535
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-05-02 12:20:11.525
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-05-02 12:25:25.381
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-05-02 16:48:11.128
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-05-02 17:42:43.711
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-05-02 18:30:37.600
BICYCLE,NOVA IGUACU,"Rua Antonieta, 243, Prata, NOVA IGUACU, Brazil",2021-05-02 21:59:01.972
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-05-06 12:12:44.642
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, NOVA IGUACU, RIO DE JANEIRO, Brazil",2021-05-06 12:23:05.930
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, NOVA IGUACU, RIO DE JANEIRO, Brazil",2021-05-06 12:35:24.844
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-05-07 20:11:18.130
BICYCLE,NOVA IGUACU,"Rua Doutor Lassance Cunha, 126, Jardim Tropical, NOVA IGUACU, Brazil",2021-05-07 20:49:30.935
BICYCLE,NOVA IGUACU,"RODOVIA PRESIDENTE DUTRA, 14000, JD TROPICAL, NOVA IGUACU, Brazil",2021-05-22 12:49:59.226
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-06-08 19:41:51.330
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-06-09 20:58:40.730
BICYCLE,NOVA IGUACU,"rua carlos ribeiro da costa, 128, PARQUE BARBARA, NOVA IGUACU, Brazil",2021-06-09 21:42:43.429
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-06-22 16:59:21.501
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-06-22 17:38:58.629
BICYCLE,NOVA IGUACU,"Rua Álvaro Castro Rocha, 49, ANDRADE ARAUJO, NOVA IGUACU, Brazil",2021-06-22 20:58:59.168
BICYCLE,NOVA IGUACU,"Rua Adail, 18, ANDRADE ARAUJO, NOVA IGUACU, Brazil",2021-06-23 20:16:58.776
BICYCLE,NOVA IGUACU,"Rua Álvaro Castro Rocha, 49, ANDRADE ARAUJO, NOVA IGUACU, Brazil",2021-06-23 21:37:24.415
BICYCLE,NOVA IGUACU,"Rua Álvaro Castro Rocha, 49, ANDRADE ARAUJO, NOVA IGUACU, Brazil",2021-06-23 22:33:50.169
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-06-23 23:22:28.448
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-06-24 12:14:01.138
BICYCLE,NOVA IGUACU,"Avenida Estrada de Ferro, 169, Prata, NOVA IGUACU, Brazil",2021-06-24 21:08:14.878
BICYCLE,NOVA IGUACU,"Rua Madressilva, 50, Jardim Tropical, NOVA IGUACU, Brazil",2021-06-25 20:53:54.204
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-06-25 21:35:49.963
BICYCLE,NOVA IGUACU,"Rua Maria Leopoldina, 667, Prata, NOVA IGUACU, Brazil",2021-06-25 21:51:36.221
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-06-25 22:28:47.879
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-07-06 14:07:07.200
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, Prata, NOVA IGUACU, Brazil",2021-07-06 14:52:18.554
BICYCLE,NOVA IGUACU,"Rodovia Presidente Dutra, 13006, NOVA IGUACU, RIO DE JANEIRO, Brazil",2021-07-06 17:10:28.091
